Role,jobtitle,company,city,state,country,language,formattedLocation,source,date,snippet,url,onmousedown,latitude,longitude,jobkey,sponsored,expired,indeedApply,formattedLocationFull,formattedRelativeTime,stations
Data Analyst,Financial Administrator & Analyst,,,GP,ZA,en,Gauteng,LodgeStaff.com,16/09/2019 15:09,"<b>Data</b> entry into databases, spreadsheets or word processing. Programs, working with client <b>data</b> & financial records, sales. Valid RSA ID is required.",http://www.indeed.co.za/viewjob?jk=1f946a1a273cb0bc&qd=_2otc9hbdFJBv5z8Fcdsn_VkPXhcvUX1HZ749DIVJhgjvA5GduQUuYYP0Z8IBpVCae_jCRRz8xvs6YSlRzVjZrDCwPBiKXWHsNM_mSbyWaQ&indpubnum=9091824477922251&atk=1dlmkg3aof1de800,"indeed_clk(this,'1591');",,,1f946a1a273cb0bc,FALSE,FALSE,FALSE,Gauteng,9 days ago,
Data Analyst,Business Analyst | PSG Wealth,PSG Life Ltd,,GP,ZA,en,Gauteng,PSG Konsult Ltd.,16/09/2019 15:18,"A proven track-record of successful delivery as a Business <b>Analyst</b>, <b>Data</b> <b>Analyst</b> and / or Subject Matter Expert in <b>data</b> integration, system implementation or…",http://www.indeed.co.za/viewjob?jk=9f1c3d635cb77e84&qd=_2otc9hbdFJBv5z8Fcdsn_VkPXhcvUX1HZ749DIVJhgjvA5GduQUuYYP0Z8IBpVCae_jCRRz8xvs6YSlRzVjZseUGkepZkvy0qt8sNazrto&indpubnum=9091824477922251&atk=1dlmkfrv4bmqo800,"indeed_clk(this,'4051');",,,9f1c3d635cb77e84,FALSE,FALSE,FALSE,Gauteng,9 days ago,
Data Analyst,Intermediate Business Intelligence Analyst,GAAP Point of Sale,Cape Town,WC,ZA,en,"Cape Town, Western Cape",Indeed,16/09/2019 15:22,"BI business analysis, <b>data</b> design and systems analysis experience in a <b>data</b> and analytics environment. Integration of <b>data</b> into relevant workflow processes,…",http://www.indeed.co.za/viewjob?jk=19f9baa67865091d&qd=_2otc9hbdFJBv5z8Fcdsn_VkPXhcvUX1HZ749DIVJhgjvA5GduQUuYYP0Z8IBpVCae_jCRRz8xvs6YSlRzVjZieyichK1c84SOZe0-8sAr0&indpubnum=9091824477922251&atk=1dlmkgf4lf370801,"indeed_clk(this,'3685');",-33.91667,18.41667,19f9baa67865091d,FALSE,FALSE,TRUE,"Cape Town, Western Cape",9 days ago,
Data Analyst,Mid Level PHP Developer,Global Logistics Internet,Cape Town,WC,ZA,en,"Cape Town, Western Cape",CompuJobs,16/09/2019 15:45,"Our Dev House is our home for our Back-end & Front-end Devs, Java Devs, PHP Devs, DevOps, QA Testers, UX & UI Designers, Scrum Masters, Business <b>Analyst</b> and…",http://www.indeed.co.za/viewjob?jk=b73a3ca3f741feb3&qd=_2otc9hbdFJBv5z8Fcdsn_VkPXhcvUX1HZ749DIVJhgjvA5GduQUuYYP0Z8IBpVCae_jCRRz8xvs6YSlRzVjZpfRTNPpUynwhcsIQF6OYos&indpubnum=9091824477922251&atk=1dlmkgd64bm1g800,"indeed_clk(this,'1683');",-33.91667,18.41667,b73a3ca3f741feb3,FALSE,FALSE,FALSE,"Cape Town, Western Cape",9 days ago,
Data Analyst,Risk Compliance Manager,Kraft Heinz Company,,,EG,en,مصر,Kraft Heinz Company,16/09/2019 15:54,We’re a very <b>data</b> driven company. The ability to deliver a consistent message from <b>analyst</b> level to c-suit management. It's a Question of Taste.,http://eg.indeed.com/viewjob?jk=d9e1e516ca847719&qd=_2otc9hbdFJBv5z8Fcdsn_VkPXhcvUX1HZ749DIVJhgFp4P5n2fNSScfjcUmJdU3ae_jCRRz8xvs6YSlRzVjZnCR0KOnBA0Od3c9AvWG2IU&indpubnum=9091824477922251&atk=1dlmkgp0hf1b3801,"indeed_clk(this,'3793');",,,d9e1e516ca847719,FALSE,FALSE,FALSE,مصر,منذ 9 أيام,
Network Engineer,Deep Water Project Senior Quality Assurance/Control Engineer,,Lagos,LA,NG,en,Lagos,NG Careers,16/09/2019 16:02,Deep Water Project Senior Quality Assurance/Control <b>Engineer</b>. Collation of lessons learned/quality alerts and dissemination into the quality <b>networks</b> and…,http://ng.indeed.com/viewjob?jk=c8e7678af987f94c&qd=_2otc9hbdFJBv5z8Fcdsn62PtXJzjBMyAdJt27taav9Z5rccNxr3SUZXA0YgkY9vitcVaufXQz65y0e7uBWkr380Zn_P5DJWdt0FsIxQMQ4&indpubnum=9091824477922251&atk=1dlmlibrqo9to801,"indeed_clk(this,'4442');",6.45407,3.39467,c8e7678af987f94c,FALSE,FALSE,FALSE,Lagos,9 days ago,
Data Analyst,Senior GIS Analyst,,Lagos,LA,NG,en,Lagos,NG Careers,16/09/2019 16:02,"Implementation, maintenance and update of approved group <b>Data</b> Models, including Parcel Fabric, SSDM, FAME, LSDM, etc and integration of <b>data</b> deliverables from…",http://ng.indeed.com/viewjob?jk=9aaf5fe3d3d34c4f&qd=_2otc9hbdFJBv5z8Fcdsn_VkPXhcvUX1HZ749DIVJhiX_oyzwGyOD8OzPHbsD_KIae_jCRRz8xvs6YSlRzVjZvIlBnDegHLMZdCfYOc2WKw&indpubnum=9091824477922251&atk=1dlmkgs91ole1801,"indeed_clk(this,'7137');",6.45407,3.39467,9aaf5fe3d3d34c4f,FALSE,FALSE,FALSE,Lagos,9 days ago,
Data Analyst,Arabic speaking Media Analyst job,Language Recruiters,Cape Town,WC,ZA,en,"Cape Town, Western Cape",Language Recruiters,16/09/2019 16:15,"Experience in <b>Data</b> Analytics and Research Analysis. The Arabic speaking Media <b>Analyst</b> should be enthusiastic, analytical, hardworking, and self-motivated.",http://www.indeed.co.za/viewjob?jk=4342275daabf7f17&qd=_2otc9hbdFJBv5z8Fcdsn_VkPXhcvUX1HZ749DIVJhgjvA5GduQUuYYP0Z8IBpVCae_jCRRz8xvs6YSlRzVjZkvKiObHXEdNcWjawif6gLc&indpubnum=9091824477922251&atk=1dlmkgj2vbm1g800,"indeed_clk(this,'7726');",-33.91667,18.41667,4342275daabf7f17,FALSE,FALSE,TRUE,"Cape Town, Western Cape",9 days ago,
Network Engineer,Senior Engineering Manager Company,BUSA HR,,,NG,en,Nigeria,BUSA HR,16/09/2019 17:33,10 years Job Description Responsibilities Design and iterate underlying architecture of software systems Oversee work of junior and mid-level software engineers…,http://ng.indeed.com/viewjob?jk=6b52b4504decf300&qd=_2otc9hbdFJBv5z8Fcdsn62PtXJzjBMyAdJt27taav9Z5rccNxr3SUZXA0YgkY9vPcdQlfEtulsIynrXotCnN4vYDgJpp70QkV-W9_PCxt8&indpubnum=9091824477922251&atk=1dlmliddc5895800,"indeed_clk(this,'6027');",,,6b52b4504decf300,FALSE,FALSE,FALSE,Nigeria,9 days ago,
Data Analyst,FINANCIAL ADMINISTRATOR & ANALYST - JOHANNESBURG - R16000,HotelJobs.co.za,Johannesburg,GP,ZA,en,"Johannesburg, Gauteng",HotelJobs.co.za,16/09/2019 18:12,"FINANCIAL ADMINISTRATOR & <b>ANALYST</b> - JOHANNESBURG - R16000. <b>Data</b> entry into databases, spreadsheets or word processing programs, working with client <b>data</b> &…",http://www.indeed.co.za/viewjob?jk=0f4544f985f2af0b&qd=_2otc9hbdFJBv5z8Fcdsn_VkPXhcvUX1HZ749DIVJhgjvA5GduQUuYYP0Z8IBpVCae_jCRRz8xvs6YSlRzVjZjPEuce1r3q77sHHTMzLHjA&indpubnum=9091824477922251&atk=1dlmkg008binr800,"indeed_clk(this,'8183');",-26.20227,28.04363,0f4544f985f2af0b,FALSE,FALSE,FALSE,"Johannesburg, Gauteng",9 days ago,
Data Analyst,Investment Analyst,Conova,Claremont,WC,ZA,en,"Claremont, Western Cape 7708",Conova,16/09/2019 18:16,Back up for investment implementation <b>analyst</b>. A quantitatively astute investment <b>analyst</b> to take ownership of the analytics function.,http://www.indeed.co.za/viewjob?jk=b5259c0be3b3f237&qd=_2otc9hbdFJBv5z8Fcdsn_VkPXhcvUX1HZ749DIVJhgjvA5GduQUuYYP0Z8IBpVCae_jCRRz8xvs6YSlRzVjZts0OTHg-H0dr9hUysx4VU8&indpubnum=9091824477922251&atk=1dlmkg5t8f327801,"indeed_clk(this,'4232');",-33.9833,18.4667,b5259c0be3b3f237,FALSE,FALSE,FALSE,"Claremont, Western Cape 7708",9 days ago,
Data Analyst,"Sector Analyst -Public Sector - Johannesburg Towers W, Gauteng",Barclays,Johannesburg,GP,ZA,en,"Johannesburg, Gauteng",Barclays,16/09/2019 18:23,"<b>Data</b> gathering, interpreting and manipulating skills (Advanced). Sector <b>Analyst</b> -Public Sector - Johannesburg Towers W, Gauteng(Job Number:",http://www.indeed.co.za/viewjob?jk=ce0119f39abe0c65&qd=_2otc9hbdFJBv5z8Fcdsn_VkPXhcvUX1HZ749DIVJhgjvA5GduQUuYYP0Z8IBpVCae_jCRRz8xvs6YSlRzVjZsq0vLD0a6Y_SctkDRoRtzE&indpubnum=9091824477922251&atk=1dlmkfsrdolnf800,"indeed_clk(this,'4956');",-26.20227,28.04363,ce0119f39abe0c65,FALSE,FALSE,FALSE,"Johannesburg, Gauteng",9 days ago,
Network Engineer,1st line Technical Support Engineer,Telasera Technologies,Cape Town,WC,ZA,en,"Cape Town, Western Cape 8000",Indeed,16/09/2019 19:02,Experience with Ubiquity and Mikrotik <b>network</b> products. MSP and Hosting provider based in Mowbray requires young and dynamic team player to join our growing…,http://www.indeed.co.za/viewjob?jk=441bbc1d944a63d3&qd=_2otc9hbdFJBv5z8Fcdsn62PtXJzjBMyAdJt27taav-mffMyGHnjMg9lViyIWBMyiNT7gNvkuUfJW4oNIIlpdHRBUxqV-L_Kxn-d23xwG-s&indpubnum=9091824477922251&atk=1dlmli1gdf2hb800,"indeed_clk(this,'3836');",-33.9161,18.4139,441bbc1d944a63d3,FALSE,FALSE,TRUE,"Cape Town, Western Cape 8000",9 days ago,
Data Analyst,Voice Analytics Analyst,Surgo HR & Training,Cape Town,WC,ZA,en,"Cape Town, Western Cape",Surgo HR & Training,16/09/2019 19:02,"Design and Implementation of database(s) to combine voice analytics <b>data</b> with general company reports. This role requires a passionate, creative and dedicated…",http://www.indeed.co.za/viewjob?jk=bb3a8ff9fd04e980&qd=_2otc9hbdFJBv5z8Fcdsn_VkPXhcvUX1HZ749DIVJhgjvA5GduQUuYYP0Z8IBpVCae_jCRRz8xvs6YSlRzVjZs8PQWGYGL9aQW6yd68kE0I&indpubnum=9091824477922251&atk=1dlmkgfqef1df800,"indeed_clk(this,'4381');",-33.91667,18.41667,bb3a8ff9fd04e980,FALSE,FALSE,TRUE,"Cape Town, Western Cape",9 days ago,
Network Engineer,IT Helpdesk Support,iCobus,Cape Town,WC,ZA,en,"Cape Town, Western Cape",iCobus,16/09/2019 19:10,"ICobus Ltd is a specialist ICT, Telecoms & <b>Network</b> Cabling business, currently recruiting for the following: Cape Town and surrounding areas.",http://www.indeed.co.za/viewjob?jk=9115b72b09617cbe&qd=_2otc9hbdFJBv5z8Fcdsn62PtXJzjBMyAdJt27taav-mffMyGHnjMg9lViyIWBMyiNT7gNvkuUfJW4oNIIlpdB4lF3xznmXFYW3cDMFUC5c&indpubnum=9091824477922251&atk=1dlmlhnghov7n800,"indeed_clk(this,'3601');",-33.91667,18.41667,9115b72b09617cbe,FALSE,FALSE,FALSE,"Cape Town, Western Cape",9 days ago,
Network Engineer,Data Cabling Engineer,iCobus,Cape Town,WC,ZA,en,"Cape Town, Western Cape",iCobus,16/09/2019 19:10,"Data Cabling / CAT6A / CAT6 / CAT5 / Copper Cabling / Data Installation / Terminating / Testing / Fibre Optic / Fibre Splicing / <b>Network</b> Cabling / Moves, Adds &…",http://www.indeed.co.za/viewjob?jk=80a8247138cbbbdb&qd=_2otc9hbdFJBv5z8Fcdsn62PtXJzjBMyAdJt27taav-mffMyGHnjMg9lViyIWBMyiNT7gNvkuUfJW4oNIIlpdEmZc3Hf-vDo2TU7RINFg80&indpubnum=9091824477922251&atk=1dlmli26eovv9800,"indeed_clk(this,'4542');",-33.91667,18.41667,80a8247138cbbbdb,FALSE,FALSE,TRUE,"Cape Town, Western Cape",9 days ago,
Data Analyst,SEO Executive,Sputnik Arabic,القاهرة,C,EG,en,القاهرة,Laimoon.com,16/09/2019 19:55,A background in creating reports showing web analytics <b>data</b> and site evaluations. News website platform and radio broadcast service Sputnik Arabic (headquarter…,http://eg.indeed.com/viewjob?jk=6b779ca3616092ae&qd=_2otc9hbdFJBv5z8Fcdsn_VkPXhcvUX1HZ749DIVJhgFp4P5n2fNSScfjcUmJdU3ae_jCRRz8xvs6YSlRzVjZnCR0KOnBA0Od3c9AvWG2IU&indpubnum=9091824477922251&atk=1dlmkgoc8ovv9801,"indeed_clk(this,'3144');",30.06263,31.24967,6b779ca3616092ae,FALSE,FALSE,FALSE,القاهرة,منذ 9 أيام,
Network Engineer,VOIP Engineer,Recru-IT,Johannesburg,GP,ZA,en,"Johannesburg, Gauteng",Recru-IT,16/09/2019 20:16,C(H)CNP - Cisco/Huawei Certified <b>Network</b> Professional; Create and update our <b>network</b> standards and ensure that the <b>network</b> is deployed to best practices…,http://www.indeed.co.za/viewjob?jk=d6fdaf2118b4ff0e&qd=_2otc9hbdFJBv5z8Fcdsn62PtXJzjBMyAdJt27taav-mffMyGHnjMg9lViyIWBMyiNT7gNvkuUfJW4oNIIlpdAumJKbDWQGYGsokH1E9N8A&indpubnum=9091824477922251&atk=1dlmlhor8f1b3800,"indeed_clk(this,'4967');",-26.20227,28.04363,d6fdaf2118b4ff0e,FALSE,FALSE,FALSE,"Johannesburg, Gauteng",9 days ago,
Network Engineer,System Specialist (LAN Engineer),Recru-IT,Johannesburg,GP,ZA,en,"Johannesburg, Gauteng",Recru-IT,16/09/2019 20:16,"Security in Public IP <b>Networks</b>: Public <b>network</b> services -DHCP, DNS, ICMP, ENUM. IT <b>network</b> services training and extensive knowledge of the below protocols and…",http://www.indeed.co.za/viewjob?jk=c6242b3340cece31&qd=_2otc9hbdFJBv5z8Fcdsn62PtXJzjBMyAdJt27taav-mffMyGHnjMg9lViyIWBMyiNT7gNvkuUfJW4oNIIlpdGs4G99ozhKKlkJCiWCysw4&indpubnum=9091824477922251&atk=1dlmlhmr2ngl3800,"indeed_clk(this,'2914');",-26.20227,28.04363,c6242b3340cece31,FALSE,FALSE,FALSE,"Johannesburg, Gauteng",9 days ago,
Network Engineer,Security Software Developer,E and D Recruiters,Pretoria,GP,ZA,en,"Pretoria, Gauteng",E and D Recruiters,16/09/2019 20:31,Development of <b>network</b> security software components. Software security developer required in the Pretoria area. 3-5 years of software development experience.,http://www.indeed.co.za/viewjob?jk=ada2a81f84ac6f9d&qd=_2otc9hbdFJBv5z8Fcdsn62PtXJzjBMyAdJt27taav-mffMyGHnjMg9lViyIWBMyiNT7gNvkuUfJW4oNIIlpdEhVU5OMsyiEhk5Kl1ctBJE&indpubnum=9091824477922251&atk=1dlmlhupfole1800,"indeed_clk(this,'1054');",-25.74486,28.18783,ada2a81f84ac6f9d,FALSE,FALSE,FALSE,"Pretoria, Gauteng",9 days ago,
Data Analyst,Procurement Analyst,E and D Recruiters,Johannesburg,GP,ZA,en,"Johannesburg, Gauteng",E and D Recruiters,16/09/2019 20:31,"Expert with figures and report writing - collecting, analysing and interpreting <b>data</b>. A well-known company that specialises in the FMCG Food-industry is…",http://www.indeed.co.za/viewjob?jk=483feebc41fee9b6&qd=_2otc9hbdFJBv5z8Fcdsn_VkPXhcvUX1HZ749DIVJhgjvA5GduQUuYYP0Z8IBpVCae_jCRRz8xvs6YSlRzVjZh-YX-wD0SlpmCSARE5EhzI&indpubnum=9091824477922251&atk=1dlmkggf3olnf800,"indeed_clk(this,'5042');",-26.20227,28.04363,483feebc41fee9b6,FALSE,FALSE,TRUE,"Johannesburg, Gauteng",9 days ago,
Data Analyst,Sales Analyst,E and D Recruiters,Centurion,GP,ZA,en,"Centurion, Gauteng",E and D Recruiters,16/09/2019 20:31,Minimum of 2 years’ experience in a Sales <b>Analyst</b> environment. Prepares sales forecasts and collects and analyses <b>data</b> to evaluate current sales goals.,http://www.indeed.co.za/viewjob?jk=814995a8dab89515&qd=_2otc9hbdFJBv5z8Fcdsn_VkPXhcvUX1HZ749DIVJhgjvA5GduQUuYYP0Z8IBpVCae_jCRRz8xvs6YSlRzVjZh-YX-wD0SlpmCSARE5EhzI&indpubnum=9091824477922251&atk=1dlmkggf3olnf800,"indeed_clk(this,'5042');",-25.87444,28.17056,814995a8dab89515,FALSE,FALSE,TRUE,"Centurion, Gauteng",9 days ago,
Network Engineer,Snr Software Eng 10years experience in C; C++ C# SQL Linux,E and D Recruiters,Johannesburg,GP,ZA,en,"Johannesburg, Gauteng",E and D Recruiters,16/09/2019 20:31,Senior Software <b>Engineer</b> – Revision Tool and database experience. Provide supporting information to the <b>engineers</b> to aid in the creation of a system…,http://www.indeed.co.za/viewjob?jk=0ed66b8eaa4a3cce&qd=_2otc9hbdFJBv5z8Fcdsn62PtXJzjBMyAdJt27taav-mffMyGHnjMg9lViyIWBMyiNT7gNvkuUfJW4oNIIlpdC8H_rRLJjWFl55DIZ4MEA0&indpubnum=9091824477922251&atk=1dlmlhs53ovv9801,"indeed_clk(this,'8355');",-26.20227,28.04363,0ed66b8eaa4a3cce,FALSE,FALSE,FALSE,"Johannesburg, Gauteng",9 days ago,
Network Engineer,Electronic Engineer,Network Recruitment,Centurion,GP,ZA,en,"Centurion, Gauteng",Network Recruitment,16/09/2019 20:48,"Derive requirements for the board or chip level. Design electronics to meet the requirements, using good engineering practices.",http://www.indeed.co.za/viewjob?jk=8f66de41dcc8d596&qd=_2otc9hbdFJBv5z8Fcdsn62PtXJzjBMyAdJt27taav-mffMyGHnjMg9lViyIWBMyiNT7gNvkuUfJW4oNIIlpdBC9aJ6CryehIo8cZ4PbHMM&indpubnum=9091824477922251&atk=1dlmlhtf1f2hb801,"indeed_clk(this,'9697');",-25.87444,28.17056,8f66de41dcc8d596,FALSE,FALSE,FALSE,"Centurion, Gauteng",9 days ago,
Network Engineer,Senior Supply Chain Engineer,Network Recruitment,Centurion,GP,ZA,en,"Centurion, Gauteng",Network Recruitment,16/09/2019 20:48,"Respond to client queries in accordance with service level agreements and log queries onto the system. Analyse and resolve technical queries, within the service…",http://www.indeed.co.za/viewjob?jk=c654231ad18c3ac3&qd=_2otc9hbdFJBv5z8Fcdsn62PtXJzjBMyAdJt27taav-mffMyGHnjMg9lViyIWBMyiNT7gNvkuUfJW4oNIIlpdBC9aJ6CryehIo8cZ4PbHMM&indpubnum=9091824477922251&atk=1dlmlhsq0ovv9800,"indeed_clk(this,'9023');",-25.87444,28.17056,c654231ad18c3ac3,FALSE,FALSE,FALSE,"Centurion, Gauteng",9 days ago,
Data Analyst,Survey Data Analyst,Chapman Recruit t/a ACR Consultants,Rosebank,GP,ZA,en,"Rosebank, Gauteng",JobVine.co.za,16/09/2019 20:56,"To engage and establish long-lasting relationships with clients and financial advisers in delivering an excellent experience, focused on building trust and…",http://www.indeed.co.za/viewjob?jk=95f5ae28656375d2&qd=_2otc9hbdFJBv5z8Fcdsn_VkPXhcvUX1HZ749DIVJhgjvA5GduQUuYYP0Z8IBpVCae_jCRRz8xvs6YSlRzVjZpfRTNPpUynwhcsIQF6OYos&indpubnum=9091824477922251&atk=1dlmkgd64bm1g800,"indeed_clk(this,'1683');",-26.14563,28.03589,95f5ae28656375d2,FALSE,FALSE,FALSE,"Rosebank, Gauteng",9 days ago,
Network Engineer,HELPDESK AGENT TIER 2,I T Staffing Cape Town,Stellenbosch,WC,ZA,en,"Stellenbosch, Western Cape",JobVine.co.za,16/09/2019 20:56,Must be a team playerCan speak English and AfrikaansCustomer service skillsEmail proficient (send / receive testing)Ability to communicate technical information…,http://www.indeed.co.za/viewjob?jk=0212a8557cea3bfb&qd=_2otc9hbdFJBv5z8Fcdsn62PtXJzjBMyAdJt27taav-mffMyGHnjMg9lViyIWBMyiNT7gNvkuUfJW4oNIIlpdBafkvKEbGFYVjZXrOLiTjw&indpubnum=9091824477922251&atk=1dlmlho69bmqo800,"indeed_clk(this,'4296');",-33.93333,18.85,0212a8557cea3bfb,FALSE,FALSE,FALSE,"Stellenbosch, Western Cape",9 days ago,
Network Engineer,Process Engineer Gr 1,freerecruit,Secunda,MP,ZA,en,"Secunda, Mpumalanga",freerecruit,16/09/2019 21:23,"Works independently, know when to seek help, <b>network</b> across boundaries and disciplines. Technical Support Market and Process Integration (MPI).",http://www.indeed.co.za/viewjob?jk=aaf12c27fb9b6e79&qd=_2otc9hbdFJBv5z8Fcdsn62PtXJzjBMyAdJt27taav-mffMyGHnjMg9lViyIWBMyiNT7gNvkuUfJW4oNIIlpdAumJKbDWQGYGsokH1E9N8A&indpubnum=9091824477922251&atk=1dlmlhor8f1b3800,"indeed_clk(this,'4967');",-26.55,29.16667,aaf12c27fb9b6e79,FALSE,FALSE,FALSE,"Secunda, Mpumalanga",9 days ago,
Data Analyst,Specialist Data Analyst,Praesignis (Pty) Ltd,Johannesburg,GP,ZA,en,"Johannesburg, Gauteng",Executive Placements,16/09/2019 22:00,<b>Data</b> quality and integrity management. <b>Data</b> needs planning and monitoring. Responsibilities of <b>Data</b> mining and analysis.,http://www.indeed.co.za/viewjob?jk=df5a1515ac5c106e&qd=_2otc9hbdFJBv5z8Fcdsn_VkPXhcvUX1HZ749DIVJhgjvA5GduQUuYYP0Z8IBpVCae_jCRRz8xvs6YSlRzVjZhIgUOHXaPnwp4qBQMMGCfo&indpubnum=9091824477922251&atk=1dlmkfudaolnf800,"indeed_clk(this,'6553');",-26.20227,28.04363,df5a1515ac5c106e,FALSE,FALSE,FALSE,"Johannesburg, Gauteng",9 days ago,
Network Engineer,Technical Director- Building,Network Engineering Menlyn,Johannesburg,GP,ZA,en,"Johannesburg, Gauteng",Executive Placements,16/09/2019 22:00,"Registered with ECSA as a Professional <b>Engineer</b>/ Technologist. The Senior Technical Lead is responsible for providing technical project planning, management and…",http://www.indeed.co.za/viewjob?jk=58978639ba0e310f&qd=_2otc9hbdFJBv5z8Fcdsn62PtXJzjBMyAdJt27taav-mffMyGHnjMg9lViyIWBMyiNT7gNvkuUfJW4oNIIlpdC8H_rRLJjWFl55DIZ4MEA0&indpubnum=9091824477922251&atk=1dlmlhs53ovv9801,"indeed_clk(this,'8355');",-26.20227,28.04363,58978639ba0e310f,FALSE,FALSE,FALSE,"Johannesburg, Gauteng",9 days ago,
Network Engineer,Desktop Support Technician,Vox Telecommunications,Cape Town,WC,ZA,en,"Cape Town, Western Cape",Job Placements,16/09/2019 22:01,"Basic understanding of <b>network</b> services, eg. email / internet / firewall / Proxy. Maintaining company IT standards and procedures, <b>network</b> security and…",http://www.indeed.co.za/viewjob?jk=c563459a4b572c5d&qd=_2otc9hbdFJBv5z8Fcdsn62PtXJzjBMyAdJt27taav-mffMyGHnjMg9lViyIWBMyiNT7gNvkuUfJW4oNIIlpdGs4G99ozhKKlkJCiWCysw4&indpubnum=9091824477922251&atk=1dlmlhm6dovcl800,"indeed_clk(this,'2252');",-33.91667,18.41667,c563459a4b572c5d,FALSE,FALSE,FALSE,"Cape Town, Western Cape",9 days ago,
Network Engineer,Senior Supply Network Engineer,Network Engineering Menlyn,Midrand,GP,ZA,en,"Midrand, Gauteng",Job Placements,16/09/2019 22:01,"Respond to client queries in accordance with service level agreements and log queries onto the system. Analyse and resolve technical queries, within the service…",http://www.indeed.co.za/viewjob?jk=96db090fa3c7e176&qd=_2otc9hbdFJBv5z8Fcdsn62PtXJzjBMyAdJt27taav-mffMyGHnjMg9lViyIWBMyiNT7gNvkuUfJW4oNIIlpdOzXEmy-Bd7Tetz0nwuFsoc&indpubnum=9091824477922251&atk=1dlmlhqqsf1de800,"indeed_clk(this,'7002');",-25.96361,28.13778,96db090fa3c7e176,FALSE,FALSE,FALSE,"Midrand, Gauteng",9 days ago,
Network Engineer,Java Engineer,NETWORK IT BRUMA,Johannesburg,GP,ZA,en,"Johannesburg, Gauteng",Job Placements,16/09/2019 22:01,In this role you will collaborate with SA's top Java software <b>engineers</b> - many who are legends in the industry. What is in it for you: Putt putt with a view.,http://www.indeed.co.za/viewjob?jk=ece92b49c59a075c&qd=_2otc9hbdFJBv5z8Fcdsn62PtXJzjBMyAdJt27taav-mffMyGHnjMg9lViyIWBMyiNT7gNvkuUfJW4oNIIlpdOzXEmy-Bd7Tetz0nwuFsoc&indpubnum=9091824477922251&atk=1dlmlhqqsf1de800,"indeed_clk(this,'7002');",-26.20227,28.04363,ece92b49c59a075c,FALSE,FALSE,FALSE,"Johannesburg, Gauteng",9 days ago,
Data Analyst,Systems Analyst,NETWORK IT BRUMA,Johannesburg,GP,ZA,en,"Johannesburg, Gauteng",Job Placements,16/09/2019 22:01,"Technical Architecture, Process & <b>Data</b> Mapping, Advanced Problem solving. An Insurance Company based in Sandton are looking for innovative systems <b>analyst</b> to…",http://www.indeed.co.za/viewjob?jk=64cb3c00610d9aec&qd=_2otc9hbdFJBv5z8Fcdsn_VkPXhcvUX1HZ749DIVJhgjvA5GduQUuYYP0Z8IBpVCae_jCRRz8xvs6YSlRzVjZts0OTHg-H0dr9hUysx4VU8&indpubnum=9091824477922251&atk=1dlmkg5t8f327801,"indeed_clk(this,'4232');",-26.20227,28.04363,64cb3c00610d9aec,FALSE,FALSE,FALSE,"Johannesburg, Gauteng",9 days ago,
Network Engineer,Embedded Design Engineer,Network Engineering Menlyn,Centurion,GP,ZA,en,"Centurion, Gauteng",Job Placements,16/09/2019 22:01,B Eng Electronic/Mechatronic /Electro-Mechanical <b>Engineer</b>. 1-3 years experience as design engineer/embedded <b>engineer</b>.,http://www.indeed.co.za/viewjob?jk=0e4c4f306603b183&qd=_2otc9hbdFJBv5z8Fcdsn62PtXJzjBMyAdJt27taav-mffMyGHnjMg9lViyIWBMyiNT7gNvkuUfJW4oNIIlpdGs4G99ozhKKlkJCiWCysw4&indpubnum=9091824477922251&atk=1dlmlhmr2ngl3800,"indeed_clk(this,'2914');",-25.87444,28.17056,0e4c4f306603b183,FALSE,FALSE,FALSE,"Centurion, Gauteng",9 days ago,
Network Engineer,Helpdesk Agent TIER 2,IT STAFFING,Cape Town,WC,ZA,en,"Cape Town, Western Cape",Job Placements,16/09/2019 22:01,Follow up on outstanding requests and ensure timely resolution with <b>engineers</b> and technicians per company escalation procedure. Will be required to work shifts.,http://www.indeed.co.za/viewjob?jk=f229867a6483d8d5&qd=_2otc9hbdFJBv5z8Fcdsn62PtXJzjBMyAdJt27taav-mffMyGHnjMg9lViyIWBMyiNT7gNvkuUfJW4oNIIlpdGs4G99ozhKKlkJCiWCysw4&indpubnum=9091824477922251&atk=1dlmlhm6dovcl800,"indeed_clk(this,'2252');",-33.91667,18.41667,f229867a6483d8d5,FALSE,FALSE,FALSE,"Cape Town, Western Cape",9 days ago,
Network Engineer,"Internal Sales, Stores & Stock control (dispatch & receiving)",Enshrine Placements,Durban,ZN,ZA,en,"Durban, KwaZulu-Natal",Enshrine Placements,16/09/2019 22:46,"Back office support to sales <b>engineers</b>. Servicing the OEM’s, Consulting <b>Engineers</b> and the end users. The main production plant’s workforce and their global…",http://www.indeed.co.za/viewjob?jk=8a978d19be914466&qd=_2otc9hbdFJBv5z8Fcdsn62PtXJzjBMyAdJt27taav-mffMyGHnjMg9lViyIWBMyiNT7gNvkuUfJW4oNIIlpdBC9aJ6CryehIo8cZ4PbHMM&indpubnum=9091824477922251&atk=1dlmlhsq0ovv9800,"indeed_clk(this,'9023');",-29.85,31.01667,8a978d19be914466,FALSE,FALSE,FALSE,"Durban, KwaZulu-Natal",9 days ago,
