Role,City,Count,latitude,longitude
Software Developer,Golden,1,39.75554,-105.2211
Software Developer,Cambridge,1,42.36656,-71.087555
Software Developer,Hillsborough,1,40.47037,-74.64932
Software Developer,El Segundo,1,33.923798,-118.405525
Software Developer,El Dorado Hills,1,38.68574,-121.08217
Software Developer,Newark,1,40.73566,-74.17237
Software Developer,Edgewater,1,40.82704,-73.97569
Software Developer,McLean,1,38.93428,-77.17748
Software Developer,Hampton Roads,1,36.97515,-76.34967
Software Developer,Draper,1,40.52467,-111.86382
Software Developer,Tinker AFB,1,35.41888,-97.39521
Software Developer,Brookfield,1,43.03276,-88.085075
Software Developer,Rockford,1,42.27355,-89.093285
Software Developer,Lake Forest,1,33.67015,-117.672134
Software Developer,Tallahassee,1,30.429674,-84.25854
Software Developer,Camp Hill,1,40.2341,-76.9433
Software Developer,St. Louis,1,38.62727,-90.19789
Software Developer,Charlotte,1,35.22709,-80.84313
Software Developer,McKinney,1,33.19762,-96.61527
Software Developer,Newport Beach,1,33.629475,-117.86839
Software Developer,High Point,1,36.02828,-79.96784
Software Developer,Fresno,1,36.74773,-119.77237
Software Developer,Tampa,1,27.94752,-82.45843
Software Developer,Peoria,1,40.69365,-89.58899
Software Developer,Blacksburg,1,37.199352,-80.40797
Software Developer,Cincinnati,1,39.162,-84.45689
Software Developer,Knoxville,1,35.85642,-84.12834
Software Developer,Albuquerque,1,35.08449,-106.65114
Software Developer,Pembroke Pines,1,26.00315,-80.22394
Software Developer,Irvington,1,41.03922,-73.86823
Software Developer,Birmingham,1,33.424255,-86.70357
Software Developer,Temecula,1,33.49364,-117.14836
Software Developer,Carlsbad,1,33.1508,-117.306
Software Developer,El Paso,1,31.75872,-106.48693
Software Developer,Simi Valley,1,34.26945,-118.78148
Software Developer,West Palm Beach,1,26.678715,-80.1416
Software Developer,Liverpool,1,43.10646,-76.2177
Software Developer,Louisville,1,38.25424,-85.75941
Software Developer,Akron,1,43.011913,-78.51636
Software Developer,Asheville,1,35.523273,-82.602974
Software Developer,Portland,1,45.61946,-122.76594
Software Developer,New Haven,1,41.305088,-72.926346
Software Developer,Cleveland,1,41.439987,-81.65216
Software Developer,Sparks,1,39.53094,-76.6458
Software Developer,North Andover,1,42.6987,-71.13506
Software Developer,Spring Lake,1,35.16794,-78.97281
Software Developer,Oakland,1,37.78321,-122.2426
Software Developer,Lincoln,1,40.8,-96.66696
Software Developer,Forest Hill,1,39.570507,-76.36106
Software Developer,Rockville,1,39.084,-77.15276
Software Developer,Salt Lake City,1,40.738358,-111.81248
Software Developer,Colorado Springs,1,38.9471,-104.80753
Software Developer,Waterloo,1,42.49276,-92.34296
Software Developer,Grand Rapids,1,42.98953,-85.67491
Software Developer,Spartanburg,1,34.928,-81.90874
Software Developer,Chantilly,1,38.87908,-77.4535
Software Developer,Livonia,1,42.36837,-83.35271
Software Developer,Brooklyn,1,40.6501,-73.94958
Software Developer,Kirkland,1,47.718052,-122.198944
Software Developer,Limerick,1,40.19682,-75.53928
Software Developer,Somerset,1,40.4976,-74.48849
Software Developer,King George,1,38.347298,-77.06203
Software Developer,Yorktown Heights,1,41.27093,-73.77763
Software Developer,Oklahoma City,1,35.611423,-97.57027
Software Developer,Offutt AFB,1,41.12024,-95.92095
Software Developer,Philadelphia,1,39.95234,-75.16379
Software Developer,Richmond,1,37.55376,-77.46026
Software Developer,Harrisburg,1,40.31876,-76.8527
Software Developer,Morgantown,1,40.149033,-75.8666
Software Developer,Costa Mesa,1,33.64113,-117.91867
Software Developer,Westmont,1,41.79586,-87.97562
Software Developer,Wichita,1,37.69224,-97.33754
Software Developer,Baltimore,1,39.29038,-76.61219
Software Developer,Bloomfield,1,40.79382,-74.19783
Quality Assurance,Boston,7,42.35843,-71.05977
Quality Assurance,Durham,5,35.99403,-78.89862
Quality Assurance,San Diego,5,32.81515,-117.139656
Quality Assurance,San Antonio,4,29.545843,-98.4762
Quality Assurance,Wilmington,4,39.74327,-75.54793
Quality Assurance,Houston,4,29.727995,-95.58028
Quality Assurance,Dallas,4,32.78706,-96.820335
Quality Assurance,Austin,3,30.21984,-97.70877
Quality Assurance,Irvine,3,33.65899,-117.75329
Quality Assurance,Seattle,3,47.60621,-122.33207
Quality Assurance,Fairfax,3,38.864517,-77.23015
Quality Assurance,Remote,3,25,-40
Quality Assurance,Arlington,3,38.887344,-77.09884
Quality Assurance,Fremont,2,37.54827,-121.98857
Quality Assurance,Pleasant Prairie,2,42.520508,-87.91284
Quality Assurance,Fort Lauderdale,2,26.12231,-80.14338
Quality Assurance,Allentown,2,40.60843,-75.49018
Quality Assurance,Columbus,2,39.96118,-82.99879
Quality Assurance,Manchester,2,42.992435,-71.46269
Quality Assurance,Long Beach,2,33.770004,-118.19052
Quality Assurance,Richmond,2,37.55376,-77.46026
Quality Assurance,San Francisco,2,37.77493,-122.41942
Quality Assurance,Everett,2,47.97398,-122.19215
Quality Assurance,New York,2,40.713005,-74.01318
Quality Assurance,El Segundo,2,33.91918,-118.41647
Quality Assurance,St. Louis,2,38.616726,-90.4461
Quality Assurance,Bellevue,2,47.638668,-122.198135
Quality Assurance,Green Bay,2,44.51916,-88.01983
Quality Assurance,Memphis,2,35.0585,-89.94026
Quality Assurance,Waltham,2,42.38366,-71.20829
Quality Assurance,Miami,2,25.77427,-80.19366
Quality Assurance,Scottsdale,1,33.50921,-111.89903
Quality Assurance,Edmond,1,35.636803,-97.49914
Quality Assurance,Hershey,1,40.28592,-76.65025
Quality Assurance,Augusta,1,33.47097,-81.97484
Quality Assurance,Columbia,1,39.212982,-76.882256
Quality Assurance,Pomona,1,34.05529,-117.75228
Quality Assurance,Fargo,1,46.850014,-96.85497
Quality Assurance,Salisbury,1,35.67097,-80.47423
Quality Assurance,Burlington,1,48.47566,-122.32544
Quality Assurance,Puyallup,1,47.205048,-122.30561
Quality Assurance,Klamath Falls,1,42.221687,-121.79662
Quality Assurance,Anaheim,1,33.83529,-117.9145
Quality Assurance,Gaithersburg,1,39.135963,-77.22408
Quality Assurance,Reno,1,39.456345,-119.75316
Quality Assurance,Bedford,1,42.94364,-71.5212
Quality Assurance,San Dimas,1,34.10668,-117.80673
Quality Assurance,Township of Randolph,1,40.8501,-74.56627
Quality Assurance,Ontario,1,44.02655,-116.96294
Quality Assurance,Olathe,1,38.9353,-94.7936
Quality Assurance,The Dalles,1,45.598526,-121.18493
Quality Assurance,Reston,1,38.946316,-77.3429
Quality Assurance,East Brunswick,1,40.42788,-74.41598
Quality Assurance,Portsmouth,1,43.07176,-70.76255
Quality Assurance,Tucson,1,32.22174,-110.92648
Quality Assurance,Cranbury,1,40.32929,-74.50484
Quality Assurance,Indianapolis,1,39.76838,-86.15804
Quality Assurance,Fayetteville,1,35.05388,-78.88363
Quality Assurance,Detroit,1,42.33143,-83.04575
Quality Assurance,Chicago,1,41.883785,-87.637665
Quality Assurance,Denver,1,39.73915,-104.9847
Quality Assurance,Greenfield,1,39.785442,-85.76915
Quality Assurance,Blue Lake,1,40.906635,-123.93846
Quality Assurance,Souderton,1,40.27763,-75.34604
Quality Assurance,Boise,1,43.65898,-116.33554
Quality Assurance,Scott AFB,1,38.5427,-89.85035
Quality Assurance,Menlo Park,1,37.45383,-122.18219
Quality Assurance,Urbandale,1,41.63911,-93.774086
Quality Assurance,Beardstown,1,40.01755,-90.42429
Quality Assurance,Saco,1,43.50092,-70.44283
Quality Assurance,Pittsburgh,1,40.453506,-80.10202
Quality Assurance,Owings Mills,1,39.436096,-76.77522
Quality Assurance,Milpitas,1,37.44581,-121.91586
Quality Assurance,Savage,1,44.77913,-93.33634
Quality Assurance,Marion,1,44.11319,-85.14879
Quality Assurance,San Jose,1,37.413677,-121.946754
Quality Assurance,Hazleton,1,40.961964,-75.97897
Quality Assurance,Compton,1,33.89585,-118.22007
Quality Assurance,Buda,1,30.08521,-97.84028
Quality Assurance,Tacoma,1,47.194122,-122.464035
Quality Assurance,Rockville,1,39.084,-77.15276
Quality Assurance,Washington,1,38.89182,-77.019585
Quality Assurance,Walkerville,1,43.755173,-86.07586
Quality Assurance,Rancho Cucamonga,1,34.09914,-117.58128
Quality Assurance,Idaho Falls,1,43.46658,-112.03414
Quality Assurance,Manassas,1,38.75095,-77.47527
Quality Assurance,Bloomington,1,44.822598,-93.34154
Quality Assurance,Albuquerque,1,35.08449,-106.65114
Quality Assurance,Newton,1,42.33704,-71.20922
Quality Assurance,Charlotte,1,35.22709,-80.84313
Quality Assurance,Euless,1,32.828033,-97.104706
Quality Assurance,Bolton,1,42.429523,-71.59893
Quality Assurance,Carlsbad,1,33.131626,-117.27363
Quality Assurance,Shelton,1,41.296772,-73.08977
Quality Assurance,Woburn,1,42.484238,-71.15743
Quality Assurance,Las Vegas,1,36.17497,-115.13722
Quality Assurance,Stafford,1,38.460217,-77.43706
Quality Assurance,Camden,1,36.333,-76.1665
Quality Assurance,Lanham,1,38.96706,-76.86192
Quality Assurance,Charlottesville,1,38.02931,-78.47668
Quality Assurance,Kennett Square,1,39.8465,-75.709816
Quality Assurance,Rockford,1,42.27355,-89.093285
Quality Assurance,Albany,1,42.721466,-73.863625
Quality Assurance,Thousand Oaks,1,34.17056,-118.83759
Quality Assurance,Marysville,1,40.256634,-83.37548
Quality Assurance,Pleasant Grove,1,40.36412,-111.73854
Quality Assurance,Irving,1,32.846176,-96.96339
Quality Assurance,Mountview,1,37.64206,-81.06537
Quality Assurance,Cleveland,1,41.4995,-81.69541
Quality Assurance,Lafayette,1,40.399776,-86.83914
Quality Assurance,Newark,1,40.73566,-74.17237
Quality Assurance,Corona,1,33.862583,-117.5989
Quality Assurance,Theodore,1,30.532137,-88.17929
Quality Assurance,Henderson,1,35.997112,-115.13361
Quality Assurance,Rahway,1,40.60898,-74.25826
Quality Assurance,Audubon,1,40.14777,-75.37542
Quality Assurance,Groveport,1,39.85059,-82.92579
Quality Assurance,Cape Coral,1,26.56285,-81.94953
Quality Assurance,Christiansburg,1,37.12985,-80.40894
Quality Assurance,Butler,1,40.865364,-79.90778
Quality Assurance,Franklin,1,35.92506,-86.86889
Quality Assurance,Grand Rapids,1,42.98953,-85.67491
Quality Assurance,Valencia,1,34.44361,-118.60953
Quality Assurance,Plano,1,33.01984,-96.69889
Quality Assurance,Smithfield,1,41.926506,-71.534355
Quality Assurance,Salina,1,38.829857,-97.616196
Quality Assurance,Winfield,1,33.92899,-87.81725
Quality Assurance,Lenoir,1,35.91402,-81.53898
Quality Assurance,Baltimore,1,39.29038,-76.61219
Quality Assurance,Monrovia,1,34.150936,-118.00912
Quality Assurance,Oklahoma City,1,35.611423,-97.57027
Quality Assurance,Cheektowaga,1,42.90339,-78.75475
Quality Assurance,West Hollywood,1,34.091537,-118.38202
Quality Assurance,Knoxville,1,35.97295,-83.986534
Quality Assurance,Lewisville,1,33.07755,-97.04926
Quality Assurance,Lebanon,1,39.434723,-84.20871
Quality Assurance,Brooklyn Park,1,45.09413,-93.35634
Quality Assurance,Dayton,1,39.75895,-84.19161
Quality Assurance,Phoenix,1,33.44838,-112.07404
Quality Assurance,Cactus,1,36.0523,-102.0024
Quality Assurance,Ann Arbor,1,42.28985,-83.71514
Quality Assurance,York,1,34.9943,-81.24202
Quality Assurance,South San Francisco,1,37.65466,-122.40775
QA Tester,New York,8,40.71427,-74.00597
QA Tester,Bellevue,6,47.638668,-122.198135
QA Tester,Washington,5,38.89182,-77.019585
QA Tester,Austin,5,30.362755,-97.792854
QA Tester,Chicago,5,41.85003,-87.65005
QA Tester,Boston,5,42.35843,-71.05977
QA Tester,Houston,4,29.727995,-95.58028
QA Tester,Columbus,4,39.96676,-83.00183
QA Tester,Little Rock,3,34.744255,-92.27387
QA Tester,Tampa,3,27.94752,-82.45843
QA Tester,Orlando,3,28.60377,-81.21783
QA Tester,Arlington,3,38.887344,-77.09884
QA Tester,Dallas,3,32.78706,-96.820335
QA Tester,Albany,3,42.65258,-73.75623
QA Tester,Portland,3,45.52589,-122.82122
QA Tester,Richardson,2,32.94818,-96.72972
QA Tester,Raleigh,2,35.84172,-78.63252
QA Tester,San Diego,2,32.74978,-117.16867
QA Tester,Addison,2,41.90865,-88.03075
QA Tester,Hunt Valley,2,39.49983,-76.64108
QA Tester,Alexandria,2,38.80484,-77.04692
QA Tester,Cleveland,2,35.125347,-84.86661
QA Tester,Jacksonville,2,31.99789,-95.27761
QA Tester,San Francisco,2,37.773792,-122.40987
QA Tester,San Mateo,2,37.56299,-122.32553
QA Tester,Irving,2,32.846176,-96.96339
QA Tester,Irvine,2,33.66946,-117.82311
QA Tester,Los Gatos,2,37.220406,-121.9787
QA Tester,Gaithersburg,2,39.14344,-77.20137
QA Tester,Troy,2,40.03154,-84.2294
QA Tester,Woburn,2,42.484238,-71.15743
QA Tester,Fairfax,2,38.84622,-77.30637
QA Tester,Charlotte,2,35.26964,-80.96067
QA Tester,Carlsbad,2,33.15809,-117.35059
QA Tester,Orchard Park,2,42.76756,-78.74392
QA Tester,St. Louis,1,38.616726,-90.4461
QA Tester,Scottsdale,1,33.50921,-111.89903
QA Tester,Yardley,1,40.24566,-74.846
QA Tester,Boulder,1,39.99172,-105.2274
QA Tester,McLean,1,38.95582,-77.23479
QA Tester,Fort Lauderdale,1,26.19821,-80.15141
QA Tester,Beaverton,1,45.476704,-122.77778
QA Tester,Orem,1,40.3256,-111.681
QA Tester,Santa Monica,1,34.028496,-118.47015
QA Tester,San Antonio,1,29.545843,-98.4762
QA Tester,Boston Heights,1,41.26478,-81.51317
QA Tester,Warner Robins,1,32.62098,-83.5999
QA Tester,Richmond,1,37.54481,-77.444374
QA Tester,Woodland,1,38.67852,-121.7733
QA Tester,Pierre,1,44.36832,-100.35097
QA Tester,Tempe,1,33.41477,-111.90931
QA Tester,Chandler,1,33.30616,-111.84125
QA Tester,Reston,1,38.94105,-77.34603
QA Tester,Billings,1,45.758427,-108.56988
QA Tester,Miami,1,25.76296,-80.19139
QA Tester,Minerva,1,40.72978,-81.10538
QA Tester,Redmond,1,47.67399,-122.12151
QA Tester,Herndon,1,38.96955,-77.3861
QA Tester,King of Prussia,1,40.08927,-75.39602
QA Tester,Fort Collins,1,40.58802,-105.07535
QA Tester,Fort Worth,1,32.761814,-97.44599
QA Tester,Wilmington,1,34.236473,-77.938774
QA Tester,Burbank,1,34.160404,-118.32975
QA Tester,East Lansing,1,42.73698,-84.48387
QA Tester,Cumming,1,34.174755,-84.161995
QA Tester,El Segundo,1,33.91918,-118.41647
QA Tester,Cranberry Township,1,40.69757,-80.11395
QA Tester,Fort Knox,1,37.89113,-85.96363
QA Tester,Charleston,1,32.77657,-79.93092
QA Tester,Menlo Park,1,37.45383,-122.18219
QA Tester,Westborough,1,42.28837,-71.57569
QA Tester,Norfolk,1,36.84681,-76.28522
QA Tester,Rockville,1,39.084,-77.15276
QA Tester,Baltimore,1,39.35491,-76.45187
QA Tester,Coral Gables,1,25.72149,-80.26838
QA Tester,West Chester,1,39.96066,-75.60549
QA Tester,Texas City,1,29.38384,-94.9027
QA Tester,Santa Clara,1,37.369293,-121.96619
QA Tester,Newark,1,37.535957,-122.03151
QA Tester,Stanford,1,37.42411,-122.16608
QA Tester,Durham,1,35.99403,-78.89862
QA Tester,Melbourne,1,28.08363,-80.60811
QA Tester,Cutler Bay,1,25.5783,-80.3377
QA Tester,Blue Ash,1,39.246265,-84.385544
QA Tester,Gulf Breeze,1,30.35714,-87.16386
QA Tester,Baton Rouge,1,30.533134,-91.060455
QA Tester,Plantation,1,26.093836,-80.239494
QA Tester,San Jose,1,37.37932,-121.91801
QA Tester,Tallahassee,1,30.44692,-84.2831
QA Tester,San Juan,1,18.447256,-66.067924
QA Tester,Playa Vista,1,33.97279,-118.42758
QA Tester,Chattanooga,1,35.05641,-85.1934
QA Tester,Smithfield,1,41.92204,-71.54951
QA Tester,Charlottesville,1,38.07165,-78.43221
QA Tester,Salt Lake City,1,40.738358,-111.81248
QA Tester,Quincy,1,39.85805,-91.38945
QA Tester,Wiscasset,1,44.00286,-69.6656
QA Tester,Royal Oak,1,42.48629,-83.14444
QA Tester,Louisville,1,38.25424,-85.75941
QA Tester,Dublin,1,40.09923,-83.11408
QA Tester,Sunnyvale,1,37.377342,-122.029655
QA Tester,Lafayette,1,30.276333,-92.04587
QA Tester,Palo Alto,1,37.44188,-122.14302
QA Tester,Lincoln,1,40.85122,-96.737144
QA Tester,Minneapolis-Saint Paul,1,44.96219,-93.17856
QA Tester,Spokane Valley,1,47.67323,-117.23937
QA Tester,Novi,1,42.48059,-83.47549
QA Tester,Carmel,1,39.954067,-86.15754
QA Tester,Salem,1,38.60561,-86.10109
QA Tester,Mineola,1,40.74525,-73.64111
QA Tester,Woodbury,1,40.82565,-73.46762
QA Tester,Estero,1,26.43814,-81.80675
QA Tester,Chantilly,1,38.89428,-77.4311
QA Tester,Fremont,1,37.475945,-121.934746
QA Tester,Schaumburg,1,42.03336,-88.08341
QA Tester,Superior,1,46.747406,-92.099144
QA Tester,San Francisco Bay Area,1,37.82804,-122.29405
QA Tester,Kirkland,1,47.718052,-122.198944
QA Tester,Mentor,1,41.72262,-81.35652
QA Tester,Lisle,1,41.80114,-88.07479
QA Tester,Ithaca,1,42.44063,-76.49661
QA Tester,Bronx,1,40.82732,-73.92357
QA Tester,Gardena,1,33.88835,-118.30896
QA Tester,Larkspur,1,37.93409,-122.53525
QA Tester,Venice,1,33.995663,-118.47354
QA Tester,Ashburn,1,39.01112,-77.47131
QA Tester,Destin,1,30.397703,-86.47975
QA Tester,Elk River,1,45.3192,-93.54528
QA Tester,Woodland Hills,1,34.17819,-118.62304
QA Tester,Springfield,1,39.798695,-89.649796
Senior Software Engineer,New York,11,40.71427,-74.00597
Senior Software Engineer,Seattle,7,47.60621,-122.33207
Senior Software Engineer,Chicago,6,41.85003,-87.65005
Senior Software Engineer,San Diego,5,32.71533,-117.15726
Senior Software Engineer,Boston,5,42.35492,-71.05659
Senior Software Engineer,Atlanta,4,33.78768,-84.44361
Senior Software Engineer,Los Angeles,4,34.05223,-118.24368
Senior Software Engineer,Rochester,4,44.021107,-92.46408
Senior Software Engineer,Austin,3,30.385578,-97.72236
Senior Software Engineer,San Francisco,3,37.79248,-122.39765
Senior Software Engineer,Charlotte,3,35.230873,-80.85521
Senior Software Engineer,Santa Clara,3,37.3743,-121.96589
Senior Software Engineer,Reston,3,38.96872,-77.3411
Senior Software Engineer,Irvine,3,33.66946,-117.82311
Senior Software Engineer,Boulder,3,40.01499,-105.27055
Senior Software Engineer,Tampa,3,28.077694,-82.499084
Senior Software Engineer,Arlington,3,32.7456,-97.07058
Senior Software Engineer,Cincinnati,3,39.10268,-84.51787
Senior Software Engineer,Tempe,2,33.41477,-111.90931
Senior Software Engineer,San Jose,2,37.39875,-121.88849
Senior Software Engineer,Fort Meade,2,39.10815,-76.74323
Senior Software Engineer,Burbank,2,34.18084,-118.30897
Senior Software Engineer,Orlando,2,28.60377,-81.21783
Senior Software Engineer,Jacksonville,2,30.33218,-81.65565
Senior Software Engineer,Des Moines,2,47.405098,-122.31002
Senior Software Engineer,Roseville,2,45.00608,-93.15661
Senior Software Engineer,Research Triangle Park,2,35.89709,-78.86028
Senior Software Engineer,Columbia,2,34.00071,-81.03481
Senior Software Engineer,Brooklyn,2,40.6501,-73.94958
Senior Software Engineer,St. Louis,2,38.62727,-90.19789
Senior Software Engineer,Salt Lake City,2,40.756416,-111.89907
Senior Software Engineer,Alpharetta,2,34.096195,-84.261246
Senior Software Engineer,Providence,2,41.801254,-71.43655
Senior Software Engineer,Denver,2,39.73915,-104.9847
Senior Software Engineer,Norman,1,35.2298,-97.50482
Senior Software Engineer,Richmond,1,37.55376,-77.46026
Senior Software Engineer,Livermore,1,37.687107,-121.70588
Senior Software Engineer,Picatinny Arsenal,1,40.93939,-74.55846
Senior Software Engineer,Cambridge,1,42.3751,-71.10561
Senior Software Engineer,Waukesha,1,43.016205,-88.26786
Senior Software Engineer,Greenwood Village,1,39.61721,-104.95081
Senior Software Engineer,Boise,1,43.618877,-116.3004
Senior Software Engineer,Turnersville,1,39.74104,-75.04847
Senior Software Engineer,Delray Beach,1,26.46146,-80.07282
Senior Software Engineer,Gaithersburg,1,39.144085,-77.1916
Senior Software Engineer,Duluth,1,34.00288,-84.14464
Senior Software Engineer,Folsom,1,38.67796,-121.17606
Senior Software Engineer,Manchester,1,35.474426,-86.106026
Senior Software Engineer,Arvada,1,39.80276,-105.08748
Senior Software Engineer,Tukwila,1,47.47399,-122.26096
Senior Software Engineer,Fort Eustis,1,37.13871,-76.58906
Senior Software Engineer,Anaheim,1,33.835567,-117.86806
Senior Software Engineer,Newbury Park,1,34.18536,-118.92648
Senior Software Engineer,Cary,1,35.79154,-78.78112
Senior Software Engineer,Miami,1,25.77427,-80.19366
Senior Software Engineer,Maple Grove,1,45.11036,-93.42587
Senior Software Engineer,Kittery,1,43.097317,-70.74364
Senior Software Engineer,Indianapolis,1,39.789787,-86.15946
Senior Software Engineer,Fort Belvoir,1,38.7119,-77.14589
Senior Software Engineer,Elkridge,1,39.21261,-76.71358
Senior Software Engineer,West Fargo,1,46.886112,-96.9
Senior Software Engineer,Fort Worth,1,32.761814,-97.44599
Senior Software Engineer,Iowa City,1,41.66113,-91.53017
Senior Software Engineer,Remote,1,25,-40
Senior Software Engineer,Plano,1,33.01984,-96.69889
Senior Software Engineer,Redmond,1,47.67399,-122.12151
Senior Software Engineer,Huntsville,1,34.73037,-86.5861
Senior Software Engineer,Annapolis Junction,1,39.121613,-76.79043
Senior Software Engineer,Lakewood,1,47.17176,-122.51846
Senior Software Engineer,Newark,1,40.73566,-74.17237
Senior Software Engineer,Greenville,1,34.85262,-82.39401
Senior Software Engineer,Bristol,1,41.671623,-71.271996
Senior Software Engineer,Itasca,1,41.971,-87.99538
Senior Software Engineer,Stevens Point,1,44.511425,-89.5344
Senior Software Engineer,Framingham,1,42.315117,-71.43412
Senior Software Engineer,Melbourne,1,28.08363,-80.60811
Senior Software Engineer,Fairmont,1,39.470257,-80.15026
Senior Software Engineer,Mountain View,1,37.38605,-122.08385
Senior Software Engineer,Dallas,1,32.78306,-96.80667
Senior Software Engineer,Philadelphia,1,39.951748,-75.16088
Senior Software Engineer,Wilsonville,1,45.29984,-122.77371
Senior Software Engineer,Hopkins,1,44.92678,-93.39614
Senior Software Engineer,Sterling,1,38.995686,-77.43503
Senior Software Engineer,Fort Washington,1,40.137108,-75.20449
Senior Software Engineer,Iselin,1,40.57538,-74.32237
Senior Software Engineer,Olathe,1,38.886097,-94.831764
Senior Software Engineer,San Pedro,1,33.73585,-118.29229
Senior Software Engineer,Washington,1,38.89182,-77.019585
Senior Software Engineer,Las Vegas,1,36.17497,-115.13722
Senior Software Engineer,Purchase,1,41.04093,-73.71457
Senior Software Engineer,South Jordan,1,40.56217,-111.92966
Senior Software Engineer,Fremont,1,37.473812,-121.936165
Senior Software Engineer,Irving,1,32.81402,-96.94889
Senior Software Engineer,Nashville,1,36.16589,-86.78444
Senior Software Engineer,Sunnyvale,1,37.36883,-122.03635
Senior Software Engineer,Cedar Rapids,1,41.949463,-91.67623
Senior Software Engineer,Natick,1,42.283726,-71.345856
Senior Software Engineer,Dulles,1,39.085308,-77.645226
Senior Software Engineer,Fort Lauderdale,1,26.0718,-80.179184
Senior Software Engineer,Hoffman Estates,1,42.045155,-88.12581
Senior Software Engineer,Hauppauge,1,40.82565,-73.20261
Senior Software Engineer,Livonia,1,42.36837,-83.35271
Senior Software Engineer,Milpitas,1,37.42827,-121.90662
Senior Software Engineer,Universal City,1,34.1389,-118.35341
Senior Software Engineer,Colorado Springs,1,38.83388,-104.82136
Senior Software Engineer,Carmel,1,39.967648,-86.160225
Senior Software Engineer,Dahlgren,1,38.33124,-77.05109
Senior Software Engineer,Farmington,1,41.725803,-72.80531
Senior Software Engineer,Lehi,1,40.419685,-111.879906
Senior Software Engineer,Glendale,1,34.14251,-118.25508
Senior Software Engineer,Chantilly,1,38.89428,-77.4311
Senior Software Engineer,Spokane,1,47.65794,-117.42108
Senior Software Engineer,Kirkland,1,42.09253,-88.85121
Senior Software Engineer,Randolph,1,43.92507,-72.66594
Senior Software Engineer,Pasadena,1,34.14778,-118.14452
Senior Software Engineer,Rancho Santa Margarita,1,33.638767,-117.60338
Senior Software Engineer,Aguadilla,1,18.42745,-67.15407
Senior Software Engineer,Fairborn,1,39.782314,-84.07804
Senior Software Engineer,Phoenix,1,33.507977,-112.10117
Senior Software Engineer,Baltimore,1,39.29038,-76.61219
Senior Software Engineer,Lincoln,1,40.8,-96.66696
Senior Software Engineer,Raleigh-Durham,1,35.883064,-78.768616
Safety Manager,Austin,4,30.356718,-97.7371
Safety Manager,Pittsburgh,3,40.453506,-80.10202
Safety Manager,Kansas City,3,39.09973,-94.57857
Safety Manager,Atlanta,3,33.78768,-84.44361
Safety Manager,Portland,3,45.52345,-122.67621
Safety Manager,Baltimore,3,39.29038,-76.61219
Safety Manager,Midland,3,31.989058,-102.0819
Safety Manager,San Francisco,3,37.79644,-122.40205
Safety Manager,San Jose,2,37.33939,-121.89496
Safety Manager,Kingsport,2,36.54843,-82.56182
Safety Manager,Washington,2,38.89182,-77.019585
Safety Manager,Charleston,2,32.77657,-79.93092
Safety Manager,Fort Wayne,2,41.00386,-85.16897
Safety Manager,Monaca,2,40.68729,-80.27145
Safety Manager,Chicago,2,41.85003,-87.65005
Safety Manager,Warren,2,42.21259,-72.19119
Safety Manager,York,2,39.96294,-76.69825
Safety Manager,Columbia,2,38.95171,-92.33407
Safety Manager,Peoria,2,40.691727,-89.58841
Safety Manager,Denver,2,39.73915,-104.9847
Safety Manager,Charlotte,2,35.22709,-80.84313
Safety Manager,Cleveland,2,41.499504,-81.70387
Safety Manager,Redwood City,2,37.492393,-122.20362
Safety Manager,Houston,2,29.727995,-95.58028
Safety Manager,Marysville,2,40.22155,-83.33312
Safety Manager,West Memphis,1,35.146564,-90.17735
Safety Manager,Indio,1,33.72058,-116.21556
Safety Manager,Summerville,1,33.0185,-80.17565
Safety Manager,Zelienople,1,40.748028,-80.115
Safety Manager,Minot,1,48.23251,-101.29627
Safety Manager,Fort Worth,1,32.72541,-97.32085
Safety Manager,Northville,1,42.43115,-83.48327
Safety Manager,Vancouver,1,45.644627,-122.62325
Safety Manager,San Antonio,1,29.388527,-98.53819
Safety Manager,Laplace,1,30.06659,-90.48008
Safety Manager,Hampton,1,37.02987,-76.34522
Safety Manager,Portsmouth,1,43.07176,-70.76255
Safety Manager,Dallas,1,32.78306,-96.80667
Safety Manager,Virginia Beach,1,36.85293,-75.97798
Safety Manager,Palm Beach Gardens,1,26.882154,-80.12506
Safety Manager,Redding,1,40.56487,-122.42121
Safety Manager,Salisbury,1,38.36067,-75.59937
Safety Manager,Salt Lake City,1,40.76078,-111.89105
Safety Manager,Green Bay,1,44.51916,-88.01983
Safety Manager,Curtis Bay,1,39.17117,-76.53375
Safety Manager,Spring Hill,1,38.74306,-94.82552
Safety Manager,Norwood,1,39.15561,-84.45966
Safety Manager,Warner Robins,1,32.595757,-83.638374
Safety Manager,Coraopolis,1,40.5184,-80.16672
Safety Manager,New Haven,1,41.305088,-72.926346
Safety Manager,Fargo,1,46.850014,-96.85497
Safety Manager,Chesterfield,1,38.664936,-90.641
Safety Manager,Macon,1,32.909035,-83.6879
Safety Manager,Beaumont,1,30.08605,-94.10185
Safety Manager,Ghent,1,38.732983,-85.072815
Safety Manager,Elyria,1,41.36838,-82.10765
Safety Manager,Tucson,1,32.22174,-110.92648
Safety Manager,Katy,1,29.78579,-95.8244
Safety Manager,Syosset,1,40.81008,-73.51503
Safety Manager,Salinas,1,36.69725,-121.63403
Safety Manager,Burbank,1,34.18084,-118.30897
Safety Manager,Petaluma,1,38.2292,-122.5925
