Skill,Jun 2019,Jul 2019,Aug 2019,Sep 2019,Oct 2019,Nov 2019,Dec 2019
kpis,1.5625,2.941176471,0,0,0.5076142132,1.351351351,1.587301587
domain driven design,0,0,1.834862385,1.149425287,0,0.1930501931,1.587301587
prediction,0,7.352941176,2.752293578,0,1.52284264,0.1930501931,1.587301587
product management,7.8125,2.941176471,2.752293578,4.022988506,2.538071066,3.281853282,1.587301587
product manager,7.8125,2.941176471,2.752293578,4.022988506,2.538071066,3.281853282,1.587301587
program design,0,0,0,0,0.5076142132,0.1930501931,1.587301587
e commerce,1.5625,7.352941176,3.669724771,4.597701149,4.568527919,3.667953668,1.587301587
lending,3.125,2.941176471,0,1.149425287,0.5076142132,1.737451737,1.587301587
economics,1.5625,5.882352941,1.834862385,1.724137931,3.045685279,1.930501931,1.587301587
aws,9.375,10.29411765,8.256880734,8.620689655,7.614213198,7.335907336,1.587301587
concrete,0,0,0,1.149425287,0,0,1.587301587
region,1.5625,7.352941176,0.9174311927,1.149425287,1.52284264,2.316602317,1.587301587
puppet,1.5625,1.470588235,0,1.724137931,0,1.158301158,1.587301587
microsoft sharepoint,0,0,0,0.5747126437,0,0.1930501931,1.587301587
tomcat,3.125,1.470588235,3.669724771,2.298850575,3.045685279,2.316602317,1.587301587
app development,3.125,7.352941176,0.9174311927,2.298850575,1.52284264,2.316602317,1.587301587
ubuntu,1.5625,0,1.834862385,0.5747126437,1.015228426,1.544401544,1.587301587
hadoop,1.5625,0,0,0.5747126437,0,0.7722007722,1.587301587
transport,3.125,5.882352941,1.834862385,1.724137931,4.568527919,1.544401544,1.587301587
gulp,4.6875,4.411764706,2.752293578,1.149425287,0.5076142132,1.158301158,1.587301587
adoption,3.125,2.941176471,7.339449541,4.022988506,3.553299492,1.737451737,1.587301587
github,1.5625,5.882352941,2.752293578,2.873563218,1.52284264,2.702702703,1.587301587
tfs,1.5625,2.941176471,2.752293578,3.448275862,3.553299492,1.930501931,1.587301587
google analytics,0,0,0,1.724137931,0.5076142132,0.3861003861,1.587301587
groovy,0,0,0,0,1.52284264,0.1930501931,1.587301587
test cases,3.125,1.470588235,2.752293578,0.5747126437,3.553299492,2.702702703,1.587301587
teradata,0,0,0,0,0,0,1.587301587
unix,3.125,1.470588235,3.669724771,5.747126437,3.553299492,1.737451737,1.587301587
webservices,0,0,1.834862385,0.5747126437,1.52284264,0.9652509653,1.587301587
web design,9.375,2.941176471,1.834862385,1.149425287,3.045685279,3.474903475,1.587301587
ui testing,1.5625,2.941176471,1.834862385,0,0,0,1.587301587
tcp,0,0,1.834862385,1.724137931,0,0,1.587301587
artificial intelligence,0,1.470588235,1.834862385,0,1.015228426,0.7722007722,1.587301587
xcode,1.5625,1.470588235,0,1.149425287,0,0.9652509653,1.587301587
frontend,9.375,5.882352941,4.587155963,4.597701149,3.553299492,4.44015444,1.587301587
active directory,0,0,0.9174311927,0,0.5076142132,0.5791505792,1.587301587
visa,0,1.470588235,0,0,0,0.3861003861,1.587301587
identity management,0,0,0.9174311927,0,0,0.1930501931,1.587301587
gradle,1.5625,0,0.9174311927,2.873563218,2.030456853,2.895752896,1.587301587
google cloud platform,0,0,1.834862385,1.724137931,0,0.9652509653,1.587301587
functional programming,0,0,1.834862385,0,0.5076142132,0.3861003861,1.587301587
tableau,0,1.470588235,0.9174311927,0.5747126437,1.015228426,0,1.587301587
product quality,1.5625,2.941176471,0,1.149425287,1.015228426,0,0.7936507937
product owner,1.5625,2.941176471,0.9174311927,2.873563218,3.045685279,2.50965251,0.7936507937
akka,0,0,0,0,0,0,0.7936507937
vuejs,3.125,0,1.834862385,1.149425287,2.538071066,0.9652509653,0.7936507937
airflow,0,0,0.9174311927,0,0,0,0.7936507937
process design,0,0,0,0,0.5076142132,0.3861003861,0.7936507937
powerbi,0,1.470588235,0,0,0,0.7722007722,0.7936507937
vmware,0,0,1.834862385,0,0.5076142132,0.9652509653,0.7936507937
product initiatives,0,2.941176471,0.9174311927,0.5747126437,1.015228426,0.7722007722,0.7936507937
progressive web apps,0,0,0.9174311927,0,0.5076142132,0,0.7936507937
plastics,0,0,0,0,0,0,0.7936507937
product development,4.6875,5.882352941,2.752293578,6.896551724,2.030456853,2.895752896,0.7936507937
azure devops,0,0,0.9174311927,1.149425287,2.030456853,0.9652509653,0.7936507937
crm,0,1.470588235,0.9174311927,2.298850575,3.553299492,1.351351351,0.7936507937
data analytics,1.5625,2.941176471,0,0,4.060913706,1.351351351,0.7936507937
yarn,0,1.470588235,0,0.5747126437,0,0.5791505792,0.7936507937
ms office,0,1.470588235,0.9174311927,0.5747126437,2.538071066,1.351351351,0.7936507937
mvp,0,0,0,0.5747126437,0.5076142132,0.1930501931,0.7936507937
mvvm,0,0,0,2.298850575,0.5076142132,1.158301158,0.7936507937
network protocols,0,0,0,0,0,0,0.7936507937
wordpress,4.6875,0,0.9174311927,4.597701149,2.030456853,2.123552124,0.7936507937
wireframes,3.125,1.470588235,1.834862385,1.724137931,3.553299492,0.5791505792,0.7936507937
wireframe,3.125,1.470588235,1.834862385,1.724137931,3.553299492,0.5791505792,0.7936507937
dart,0,0,0,0.5747126437,0,0.1930501931,0.7936507937
cryptography,0,0,2.752293578,0.5747126437,0.5076142132,0.3861003861,0.7936507937
customer experience,0,2.941176471,1.834862385,1.149425287,1.52284264,1.544401544,0.7936507937
oracle java,0,0,0,0,0,0.1930501931,0.7936507937
customer care,1.5625,0,0,0,0,0.1930501931,0.7936507937
partnership,0,2.941176471,1.834862385,3.448275862,2.030456853,2.316602317,0.7936507937
adobe creative suite,0,0,3.669724771,0.5747126437,0,0.7722007722,0.7936507937
fixtures,0,0,0,0,0,0,0.7936507937
php 7,0,0,0,0,0.5076142132,0,0.7936507937
crystal,0,1.470588235,0.9174311927,0.5747126437,2.538071066,1.158301158,0.7936507937
prometheus,0,0,0,0,0,0,0.7936507937
quality assurance,3.125,8.823529412,5.504587156,5.172413793,6.091370558,6.756756757,0.7936507937
virtualization,4.6875,4.411764706,2.752293578,4.597701149,4.060913706,3.281853282,0.7936507937
vanilla js,1.5625,0,0,0,0,0,0.7936507937
apex,0,0,0.9174311927,0.5747126437,0.5076142132,0.1930501931,0.7936507937
scripting languages,1.5625,0,2.752293578,0,4.060913706,1.158301158,0.7936507937
business analytics,1.5625,0,0,0.5747126437,0.5076142132,0.1930501931,0.7936507937
sdk,4.6875,2.941176471,3.669724771,1.149425287,3.045685279,0.5791505792,0.7936507937
microsoft office,1.5625,0,2.752293578,0,1.015228426,1.158301158,0.7936507937
television,0,0,0,0,0,0,0.7936507937
api design,1.5625,0,2.752293578,1.149425287,0,0.3861003861,0.7936507937
team leadership,0,0,0,1.149425287,1.015228426,0.3861003861,0.7936507937
serverless,4.6875,0,0.9174311927,0,0,0,0.7936507937
systems design,1.5625,0,0,3.448275862,1.015228426,0.1930501931,0.7936507937
bridge,4.6875,0,1.834862385,4.597701149,0.5076142132,1.544401544,0.7936507937
site reliability,1.5625,0,0,0,0,0.5791505792,0.7936507937
system architecture,1.5625,0,1.834862385,1.149425287,0.5076142132,0.9652509653,0.7936507937
boost,1.5625,2.941176471,0,0,2.030456853,0.1930501931,0.7936507937
billing,0,2.941176471,0,0.5747126437,1.52284264,1.351351351,0.7936507937
bdd,0,0,0,1.149425287,1.015228426,0.1930501931,0.7936507937
swot analysis,0,0,0,0,0,0,0.7936507937
audio,0,1.470588235,0.9174311927,0,0,0.1930501931,0.7936507937
suppliers,0,4.411764706,0,1.724137931,1.52284264,1.544401544,0.7936507937
cakephp,1.5625,1.470588235,1.834862385,0.5747126437,0,0.7722007722,0.7936507937
saas,1.5625,1.470588235,0.9174311927,0,2.538071066,0.7722007722,0.7936507937
ruby,14.0625,2.941176471,0.9174311927,6.32183908,3.553299492,4.44015444,0.7936507937
red,0,1.470588235,1.834862385,1.149425287,0.5076142132,1.158301158,0.7936507937
construction,1.5625,5.882352941,1.834862385,5.172413793,1.52284264,5.212355212,0.7936507937
confluence,0,0,0.9174311927,1.724137931,1.52284264,0.7722007722,0.7936507937
concurrency,1.5625,1.470588235,0,0,2.030456853,0.5791505792,0.7936507937
user story,0,1.470588235,0,1.149425287,2.538071066,1.158301158,0.7936507937
user stories,0,1.470588235,0,1.149425287,2.538071066,1.158301158,0.7936507937
banners,1.5625,0,0,0,0,0.1930501931,0.7936507937
complaints,0,0,0.9174311927,0,0,0,0.7936507937
rails,4.6875,0,0.9174311927,2.298850575,2.538071066,3.474903475,0.7936507937
android sdk,0,1.470588235,3.669724771,1.149425287,3.045685279,0.3861003861,0.7936507937
centos,1.5625,0,0.9174311927,0.5747126437,0,0.1930501931,0.7936507937
undergraduate degree,0,0,0.9174311927,1.149425287,1.015228426,0.3861003861,0.7936507937
regression testing,0,0,0,0.5747126437,2.030456853,0.9652509653,0.7936507937
clojure,1.5625,0,0,1.724137931,0.5076142132,0.3861003861,0.7936507937
ansible,1.5625,1.470588235,0.9174311927,1.149425287,1.015228426,2.316602317,0.7936507937
responsive web design,0,1.470588235,0,0.5747126437,1.52284264,1.351351351,0.7936507937
cisco,0,0,0,1.149425287,1.015228426,1.158301158,0.7936507937
risk,3.125,8.823529412,8.256880734,2.298850575,5.583756345,5.984555985,0.7936507937
change control,0,1.470588235,0.9174311927,0.5747126437,1.52284264,0.9652509653,0.7936507937
flask,1.5625,0,0.9174311927,0.5747126437,1.015228426,0.5791505792,0.7936507937
zend framework,0,0,0,0,0,0.7722007722,0.7936507937
linkedin,1.5625,1.470588235,1.834862385,1.724137931,0,0.5791505792,0.7936507937
iphone,0,1.470588235,0.9174311927,0,0,0,0.7936507937
large data,3.125,1.470588235,0,0,0.5076142132,0,0.7936507937
iot,0,1.470588235,2.752293578,0.5747126437,1.015228426,1.158301158,0.7936507937
juniper,0,0,0,0,0,0.1930501931,0.7936507937
human resource,0,4.411764706,0.9174311927,0,0,0.7722007722,0.7936507937
google bigquery,0,0,0,0,0,0,0.7936507937
ionic framework,0,0,0.9174311927,0,0.5076142132,0.1930501931,0.7936507937
event driven,1.5625,0,0,0,0,0.1930501931,0.7936507937
distributed system,3.125,1.470588235,1.834862385,0.5747126437,1.015228426,0.5791505792,0.7936507937
mdm,0,0,0,0,0,0,0.7936507937
inventory management,0,0,0.9174311927,0,0,0,0.7936507937
interface builder,0,0,0,0,0,0.5791505792,0.7936507937
mba,0,0,0.9174311927,0.5747126437,0,0.3861003861,0.7936507937
mariadb,0,0,0,0.5747126437,1.015228426,0.5791505792,0.7936507937
distributed systems,3.125,1.470588235,1.834862385,0.5747126437,1.015228426,0.5791505792,0.7936507937
kibana,0,0,0,0,0,0.1930501931,0.7936507937
elasticsearch,1.5625,0,2.752293578,0.5747126437,2.030456853,1.158301158,0.7936507937
influxdb,0,0,0,0,0,0,0.7936507937
edge cases,0,2.941176471,5.504587156,2.873563218,2.538071066,0.1930501931,0.7936507937
google apps,0,0,0,0.5747126437,0,0,0.7936507937
microsoft azure,1.5625,4.411764706,2.752293578,1.724137931,2.538071066,1.158301158,0.7936507937
gcp,0,0,0,2.873563218,0,1.544401544,0.7936507937
entity framework,1.5625,8.823529412,6.422018349,4.022988506,5.583756345,2.316602317,0.7936507937
jpos,0,0,0,0,0,0.1930501931,0.7936507937
drupal,4.6875,0,3.669724771,1.724137931,0.5076142132,0.7722007722,0.7936507937
itil,1.5625,0,0.9174311927,0,3.553299492,1.158301158,0.7936507937
frontend frameworks,1.5625,0,0,0,0.5076142132,0.9652509653,0.7936507937
embedded,3.125,1.470588235,3.669724771,4.022988506,1.015228426,1.158301158,0.7936507937
jest,0,1.470588235,0,0.5747126437,0.5076142132,0.1930501931,0.7936507937
master data management,0,0,0,0,0,0.1930501931,0.7936507937
technical direction,0,0,0,0.5747126437,0.5076142132,0.1930501931,0
systems analysis,1.5625,1.470588235,0.9174311927,1.724137931,1.015228426,0.3861003861,0
surveys,0,1.470588235,0,0,0.5076142132,0.9652509653,0
appium,0,0,0,0,0,0.3861003861,0
expansion,0,0,0.9174311927,0,0,0.5791505792,0
indesign,0,0,0.9174311927,0,0.5076142132,0.5791505792,0
autocad,0,0,0,0,0,0,0
stripe,0,0,0,0,0,0,0
tax,0,0,0,0,0,0.9652509653,0
automated deployment,0,0,0,0.5747126437,1.52284264,0,0
influencer,3.125,5.882352941,8.256880734,2.873563218,4.568527919,2.702702703,0
strategic planning,0,1.470588235,0,1.149425287,0,0.1930501931,0
hubspot,0,0,0,0,0,0.1930501931,0
strategic marketing,0,0,0,0,0,0.1930501931,0
tensorflow,0,1.470588235,0,0.5747126437,0,0.3861003861,0
apollo,0,0,0.9174311927,0,0,0.1930501931,0
startup,3.125,2.941176471,2.752293578,2.298850575,3.045685279,1.930501931,0
telco,0,0,0,0.5747126437,0,0.3861003861,0
articulate storyline,0,0,1.834862385,0,0,0,0
augmented reality,0,0,0.9174311927,0,0,0,0
event sourcing,0,0,0,0,0,0,0
start up,0,0,0.9174311927,0,0,0.3861003861,0
ibm websphere,0,2.941176471,0,0,0.5076142132,0.1930501931,0
technical production,1.5625,1.470588235,0.9174311927,0.5747126437,0,0.5791505792,0
ideation,1.5625,1.470588235,2.752293578,0,1.015228426,0.3861003861,0
system administration,0,0,0.9174311927,0.5747126437,0.5076142132,0.5791505792,0
syspro,0,0,0.9174311927,0,0,0,0
sysadmin,0,0,0,0,1.015228426,0,0
executive assistant,0,0,0,0,0,0.1930501931,0
assemblies,0,0,1.834862385,0.5747126437,0,0.1930501931,0
symfony,3.125,0,0.9174311927,0.5747126437,1.52284264,1.351351351,0
systems monitoring,0,1.470588235,0.9174311927,1.149425287,0.5076142132,0,0
event planning,0,0,0,0,0,0.1930501931,0
europe,4.6875,1.470588235,0.9174311927,7.471264368,1.52284264,2.123552124,0
human centered,0,1.470588235,0,0,1.015228426,0.1930501931,0
swing,0,0,0.9174311927,0.5747126437,1.015228426,0,0
microsoft exchange server,0,0,0,0,0.5076142132,0,0
stamping,1.5625,0,0,0,0,0,0
aws lambda,1.5625,0,0.9174311927,0,0,0.1930501931,0
soapui,0,0,0,0,0.5076142132,0.9652509653,0
ios sdk,1.5625,0,0.9174311927,0.5747126437,0,0.1930501931,0
brand management,0,0,0,0.5747126437,0.5076142132,0,0
smed,0,0,0,0.5747126437,0,0.1930501931,0
sketch,1.5625,0,2.752293578,1.724137931,2.030456853,1.351351351,0
six sigma,0,0,0,0,0,0,0
simulink,0,0,0,0,0.5076142132,0,0
shiny,0,0,0,0,0,0,0
ipro,0,0,0,0,0.5076142132,0.1930501931,0
session management,0,0,0,0,1.015228426,0.1930501931,0
service design,0,0,0,0.5747126437,1.015228426,0.3861003861,0
iso,0,2.941176471,0.9174311927,1.724137931,0.5076142132,1.737451737,0
budget projections,0,0,0,1.724137931,0.5076142132,0,0
istio,0,0,0,0,0,0.1930501931,0
sequel,0,0,0,0.5747126437,0,0,0
erp software,0,0,0,0,0.5076142132,0,0
erosion control,0,0,0.9174311927,0,0,0,0
business administration,1.5625,0,0,0,0.5076142132,0.3861003861,0
erlang,0,0,0.9174311927,0,0,0,0
bpmn,0,0,0,0,0,0,0
social science,0,2.941176471,0,0,0,0,0
software architect,3.125,2.941176471,1.834862385,4.597701149,4.060913706,1.930501931,0
instagram,1.5625,0,0,0.5747126437,0,0.1930501931,0
axure,0,0,1.834862385,0,1.52284264,0.3861003861,0
sre,0,0,0,0,0,0,0
sqlite,1.5625,0,0.9174311927,0.5747126437,0.5076142132,0.1930501931,0
sqlalchemy,0,0,0,0.5747126437,0,0,0
hive,0,1.470588235,0,0,0,0.5791505792,0
babel,1.5625,0,0,1.149425287,0,0.3861003861,0
backend engineer,0,0,0,0,0,0.5791505792,0
balsamiq,0,0,0,0,0.5076142132,0.1930501931,0
invision,1.5625,0,2.752293578,0.5747126437,0.5076142132,0.3861003861,0
software architectural design,0,0,0,0,0,0,0
spreadsheet,0,1.470588235,0,0.5747126437,0,0.1930501931,0
spark,1.5625,1.470588235,0,1.724137931,0,0.3861003861,0
io,0,0,0,0.5747126437,0.5076142132,0.3861003861,0
blockchain,0,0,0.9174311927,0.5747126437,1.015228426,1.930501931,0
software quality assurance,0,0,0,0,0,0,0
ethereum,0,0,0.9174311927,0,0.5076142132,0,0
bpel,0,0,0,0,1.52284264,0.1930501931,0
software architecture,3.125,1.470588235,1.834862385,4.597701149,3.045685279,1.930501931,0
ethnography,0,0,0,0,0,0.1930501931,0
apache tomcat,1.5625,0,1.834862385,0,1.52284264,0.7722007722,0
terra,1.5625,0,0,0,0,1.158301158,0
grails,0,0,0,0,0.5076142132,0.1930501931,0
aggregation,0,1.470588235,0,0,0,0.5791505792,0
agile project management,0,0,0,0,0,0,0
google adwords,0,0,0,0,0,0,0
w3c,0,0,1.834862385,0.5747126437,0,0,0
google big query,0,0,0,0,0,0.1930501931,0
google compute engine,0,1.470588235,0.9174311927,0,0,0.1930501931,0
google data studio,0,0,0,0,0,0,0
visual design,4.6875,1.470588235,1.834862385,0.5747126437,2.538071066,0.9652509653,0
google docs,0,0,0,0,0.5076142132,0,0
google suite,0,1.470588235,0,0,0,0,0
altium designer,1.5625,0,0,0.5747126437,0,0,0
video production,0,0,0.9174311927,0,0,0,0
amazon dynamodb,0,0,0.9174311927,0,0,0,0
amazon ec2,1.5625,2.941176471,0,0.5747126437,0.5076142132,0,0
amazon kinesis,0,0,0.9174311927,0,0,0,0
graalvm,1.5625,0,0,1.724137931,0,0.3861003861,0
value delivery,0,0,0,0,0.5076142132,0.1930501931,0
vaadin,0,0,0,0,0,0.1930501931,0
ux research,1.5625,0,0,0,0,0,0
amazon s3,0,0,0,0.5747126437,0,0.1930501931,0
ussd,0,0,0,0.5747126437,0,0,0
web application design,0,0,0,0,0,0,0
golang,1.5625,1.470588235,0,0.5747126437,0,1.544401544,0
web client,0,0,0,0,0.5076142132,0.1930501931,0
actuarial science,0,0,0,0,0,0,0
youtube,0,0,0.9174311927,0.5747126437,0,0.1930501931,0
yii2,0,0,0,0,0,0.1930501931,0
flowcharts,3.125,1.470588235,0,0.5747126437,0.5076142132,0.9652509653,0
access control,0,0,0,0,0,0.5791505792,0
flutter,0,1.470588235,0,1.149425287,0,0.3861003861,0
xero,0,0,0,0,0,0.1930501931,0
firebase,3.125,1.470588235,0,0.5747126437,1.52284264,0.5791505792,0
activemq,0,0,0,0,0,0,0
financial models,0,0,0,0,0,0.3861003861,0
geospatial,0,4.411764706,0,0,0,0,0
film,0,0,0,0,0,0,0
gis,0,5.882352941,0,0,0.5076142132,0.1930501931,0
adobe captivate,0,0,1.834862385,0,0,0,0
websocket,0,0,0,0,0,0.1930501931,0
financial management,0,0,0,0.5747126437,0.5076142132,0.1930501931,0
webpack,3.125,2.941176471,1.834862385,1.149425287,1.015228426,1.158301158,0
web standards,3.125,1.470588235,0,0.5747126437,1.52284264,0.5791505792,0
gitflow,1.5625,1.470588235,0.9174311927,0,0,0.1930501931,0
web frontend,0,2.941176471,0,0,0,0,0
financial controls,0,0,0,0,0,0.1930501931,0
user testing,0,0,0.9174311927,0.5747126437,1.015228426,0.1930501931,0
graphic design,4.6875,0,0.9174311927,1.724137931,1.015228426,1.737451737,0
terraform,1.5625,0,0,0,0,0.5791505792,0
user research,1.5625,0,1.834862385,0,2.030456853,0.3861003861,0
twitter,1.5625,1.470588235,0.9174311927,2.298850575,1.015228426,0.5791505792,0
turbines,0,0,0,0,0,0.1930501931,0
tunnels,1.5625,0,0,0,0,0,0
tubing,0,0,0.9174311927,0.5747126437,0,0.1930501931,0
tsql,1.5625,0,1.834862385,1.724137931,0.5076142132,0.5791505792,0
truffle,0,0,0,0.5747126437,0,0.1930501931,0
travis ci,0,0,0,0,0,0,0
heroku,0,0,0.9174311927,0.5747126437,0,0,0
apache nifi,0,0,0,0,0,0,0
tosca,0,0,0,0,0,0.1930501931,0
heuristics,0,0,0,0,0.5076142132,0,0
togaf,0,0,0,0,1.52284264,0.5791505792,0
apache solr,0,0,0,0,1.015228426,0.5791505792,0
time series,0,1.470588235,0,0,0,0,0
ticketing,0,0,0,0.5747126437,0.5076142132,2.123552124,0
third party payments,0,1.470588235,0,0,0,0,0
f#,0,0,0,0,0.5076142132,0,0
apache struts,0,0,0,0,0,0.1930501931,0
test strategy,0,0,0,0,1.015228426,0.3861003861,0
hibernate orm,0,0,0,0.5747126437,0,0.1930501931,0
highways,0,0,0,1.149425287,0,0.1930501931,0
twitter bootstrap,0,0,0,0.5747126437,0,0,0
apache maven,0,0,0,0,0,0.1930501931,0
apache http server,0,0,0,0,0.5076142132,0.5791505792,0
unity3d,0,0,0.9174311927,0,0,0,0
amazon ses,3.125,0,0.9174311927,1.149425287,0.5076142132,0.1930501931,0
user interactions,0,0,0,0,0.5076142132,0.1930501931,0
user flows,1.5625,0,0.9174311927,0,0.5076142132,0.1930501931,0
user experience design,1.5625,0,0.9174311927,0,0.5076142132,0,0
amazon web services,4.6875,4.411764706,3.669724771,1.724137931,0.5076142132,0.7722007722,0
ambari,0,0,1.834862385,0,0,0,0
user acceptance tests,0,1.470588235,0.9174311927,1.149425287,1.015228426,0.7722007722,0
figma,0,0,0,0,0.5076142132,0,0
graphql,1.5625,0,2.752293578,1.149425287,1.015228426,0.9652509653,0
farmers,0,0,0,0,0.5076142132,0.1930501931,0
typography,0,0,0,0,0,0.1930501931,0
united states,0,0,0,0,0,0,0
angular6,0,0,0,0.5747126437,0,0,0
underwriting,0,0,0,0,0,0.3861003861,0
gui,0,0,0,0,0,0.3861003861,0
facebook api,0,0,0.9174311927,0,0,0.1930501931,0
facebook,3.125,1.470588235,2.752293578,3.448275862,2.030456853,1.158301158,0
apache hive,0,0,0.9174311927,0,1.015228426,0.5791505792,0
hdfs,0,0,0,0,0,0,0
uat,0,2.941176471,0.9174311927,0,0.5076142132,0.3861003861,0
emea,0,0,0,0.5747126437,0,0.3861003861,0
scalable architecture,0,0,0,0,0,0,0
embedded software,0,0,0,1.724137931,0.5076142132,0.1930501931,0
loan,3.125,0,0,0,0,0.7722007722,0
phpunit,1.5625,0,0.9174311927,0,0,0.1930501931,0
market intelligence,1.5625,1.470588235,0,0,0,0.5791505792,0
cto,0,0,0,0,1.015228426,0,0
photoshop,7.8125,0,0.9174311927,1.724137931,3.553299492,1.737451737,0
petrochemical,1.5625,0,0,0,0,0,0
abap,1.5625,0,0,0,0.5076142132,0.3861003861,0
cuba,0,0,0,0.5747126437,0,0,0
perforce,0,0,0,0,0,0,0
penetration testing,0,0,0,1.724137931,0,0,0
paypal,0,0,0.9174311927,0,0,0,0
cucumber,0,0,0,0,0,0.1930501931,0
django rest framework,0,0,0,0,0,0,0
pandas,0,1.470588235,0.9174311927,0,0,0.1930501931,0
cuda,0,0,0,0,0,0,0
django,1.5625,1.470588235,0,2.873563218,2.030456853,2.316602317,0
orleans,0,0,0,0.5747126437,0,0.3861003861,0
matlab,0,0,0,0,1.015228426,0.1930501931,0
customer centered,0,2.941176471,0.9174311927,1.149425287,0.5076142132,0.5791505792,0
openshift,0,1.470588235,0,1.149425287,0,1.158301158,0
openid connect,0,1.470588235,0,0,0,0,0
opengl,0,0,0,0,0,0,0
manual testing,0,1.470588235,0,0,1.52284264,0,0
managing teams,1.5625,0,0,0.5747126437,0.5076142132,0.9652509653,0
dns,0,1.470588235,0,0.5747126437,0,0.3861003861,0
machine learning,1.5625,1.470588235,3.669724771,0,3.553299492,1.544401544,0
logstash,0,0,0,0,0,0,0
looker,0,0,0,0,0,0,0
product lead,0,0,0,0.5747126437,0,0.3861003861,0
lucee,0,0,0,0,1.015228426,0,0
lucene,0,0,0,0,1.015228426,0,0
product design,3.125,1.470588235,1.834862385,1.149425287,2.030456853,0.7722007722,0
core bluetooth,0,0,0.9174311927,0,0,0,0
lxc,0,0,0,0,0.5076142132,0,0
couchdb,1.5625,0,0,0,0,0,0
macos,0,0,0.9174311927,0.5747126437,0,0,0
polarion,0,0,0,0,0.5076142132,0,0
powerpoint,0,2.941176471,9.174311927,1.724137931,1.015228426,1.930501931,0
magento,1.5625,0,0,0,0,1.158301158,0
power systems,0,0,0.9174311927,0.5747126437,0.5076142132,0,0
power generation,1.5625,0,0.9174311927,0,0,0,0
postman,0,0,0,0,1.015228426,1.158301158,0
country manager,0,0,0,0,0,0.3861003861,0
cpu,0,0,0,0,0,0,0
pos,0,1.470588235,1.834862385,0,0,0.1930501931,0
cqrs,0,0,0,0,0,0.1930501931,0
opencl,0,0,0,0,0,0,0
customer support,1.5625,0,2.752293578,0.5747126437,1.52284264,1.158301158,0
omnigraffle,0,0,0,0,1.015228426,0,0
design thinking,1.5625,2.941176471,3.669724771,0.5747126437,1.52284264,0.1930501931,0
microsoft access,0,1.470588235,0,0,0.5076142132,0.1930501931,0
mqtt,0,1.470588235,0.9174311927,0,0.5076142132,0,0
design manager,0,1.470588235,0.9174311927,1.149425287,0,0.1930501931,0
mom,0,0,0,0,0,0,0
design research,0,0,0,0,0.5076142132,0,0
mockups,7.8125,1.470588235,1.834862385,1.149425287,2.030456853,0.3861003861,0
mock up,0,0,0,0.5747126437,1.015228426,0.1930501931,0
microsoft dynamics,0,0,0.9174311927,1.724137931,0.5076142132,0.3861003861,0
mobx,0,1.470588235,0,0,0,0,0
deviations,0,0,0,0.5747126437,0,0,0
deloitte,0,4.411764706,1.834862385,1.149425287,0,0.1930501931,0
dhcp,0,0,0,0,0,0,0
dhtml,0,0,0.9174311927,0,0,0.3861003861,0
middle east,0,0,0,0,0,0.5791505792,0
microstrategy,0,0,0,0,0,0.1930501931,0
microsoft word,0,0,6.422018349,0,0,0.5791505792,0
microsoft dynamics ax,0,0,0,0,0.5076142132,0,0
microsoft visual studio,0,0,0,0,1.015228426,0.7722007722,0
microsoft dynamics nav,0,0,0,0,0,0,0
microsoft excel,0,0,6.422018349,0.5747126437,0.5076142132,0.1930501931,0
design best practices,0,0,0,0,0,0,0
defect tracking,0,0,0,0.5747126437,0,0.1930501931,0
octopus deploy,0,0,0.9174311927,0.5747126437,0,0,0
newrelic,1.5625,0,0,0,0,0,0
cybersecurity,0,0,0,1.149425287,0,1.158301158,0
oauth2,0,0,0,0,0,0,0
numpy,0,1.470588235,0,0,0,0,0
data ingestion,0,0,0,0,0,0,0
data manipulation,0,1.470588235,0,0,1.015228426,0.3861003861,0
memcached,0,0,0,0.5747126437,0,0.7722007722,0
distributed computing,0,0,0,0,0,0.1930501931,0
ngrx,1.5625,0,0,0,0,0,0
merchant,0,1.470588235,0,0,1.015228426,0.5791505792,0
database administration,1.5625,1.470588235,0,1.724137931,1.52284264,0.9652509653,0
digital payments,1.5625,0,0,0,0,0,0
neural network,0,1.470588235,0,0,0.5076142132,0,0
metro,0,0,0,0,0,0,0
distillation,0,0,0,0,0,0.1930501931,0
netflix,0,0,0,0.5747126437,0.5076142132,0.3861003861,0
neo4j,1.5625,1.470588235,0,0,0,0,0
natural language processing,0,0,0,0,0,0,0
nagios,0,0,0,0.5747126437,0,0.1930501931,0
deep learning,0,1.470588235,0.9174311927,0,0.5076142132,0.1930501931,0
microservice architectures,0,0,0,0,1.015228426,0.1930501931,0
drone,0,0,0,0,1.52284264,0.1930501931,0
llvm,1.5625,0,0,1.724137931,0,0.3861003861,0
scikit learn,0,1.470588235,0,0,0,0,0
product roadmap,0,0,0,0,0.5076142132,0.5791505792,0
chart,3.125,1.470588235,0.9174311927,1.149425287,1.015228426,1.930501931,0
chef,1.5625,1.470588235,0,1.724137931,0,0.5791505792,0
jupyter,0,1.470588235,0,0,0,0,0
rfp,0,0,0.9174311927,0,0,0.1930501931,0
reverse engineering,0,0,0.9174311927,0,0,0.1930501931,0
chst,0,0,0,0.5747126437,0,0,0
reusable code,3.125,0,0.9174311927,0.5747126437,1.015228426,0.1930501931,0
jvm,1.5625,0,0,1.724137931,0.5076142132,0.5791505792,0
